id,name,absolute_magnitude,est_diameter_m,is_hazardous,epoch_osculation,eccentricity,semi_major_axis,inclination,min_orbit_intersection,orbit_uncertainty,jupiter_tisserand_invariant,mean_anomaly,arg_of_perihelion,relative_velocity_kms
2001864,1864 Daedalus (1971 FA),14.84,4629.59091233085,False,2461000.5,0.6144458277499086,1.460839442599837,22.21686942915975,0.269085,0,4.336,257.570849174418,325.661812542949,21.1217901951
2001865,1865 Cerberus (1971 UA),16.78,1894.7094310605999,False,2461000.5,0.4668604223171111,1.079973388618183,16.10114472449654,0.156586,0,5.592,319.6747516690834,325.2894601726985,20.5740245765
2001866,1866 Sisyphus (1972 XA),12.48,13725.95645753515,False,2461000.5,0.5381206723626517,1.893371942054885,41.20631191690396,0.103674,0,3.513,140.6642409667508,293.0986339030717,23.0737678663
2001981,1981 Midas (1973 EA),15.27,3797.8920545459,True,2461000.5,0.6504955479916696,1.776271506151845,39.82338344234073,0.00277289,0,3.611,65.34754110398002,267.8442371587707,31.4029233469
2002061,2061 Anza (1960 UA),16.7,1965.8148744437,False,2461000.5,0.5355996705135041,2.265256679489302,3.800470384812356,0.0557606,0,3.409,38.88741723571029,157.1063836870939,6.8951216486
2002202,2202 Pele (1972 RA),16.98,1727.9955385571502,False,2461000.5,0.512865242166673,2.290557728695917,8.74318887419444,0.143184,0,3.398,109.5887365096657,217.9740746804304,6.4939302847
2002212,2212 Hephaistos (1978 SB),13.49,8620.7016858626,False,2461000.5,0.8346603402981191,2.16758773434274,11.20254821655541,0.111943,0,3.098,308.2430199732571,210.462986504086,29.4211458807
2002608,2608 Seneca (1978 DA),17.48,1372.5956457534999,False,2461000.5,0.5646616075716824,2.530335527305046,14.42805445672147,0.153128,1,3.171,10.72151270905947,38.71017460891377,17.1348117091
2003122,3122 Florence (1981 ET3),14.08,6569.65580648655,True,2461000.5,0.4232384851275994,1.768877683705672,22.14277038617249,0.0435706,0,3.920,168.257523565948,27.88474069058282,13.9543936845
2003271,3271 Ul (1982 RB),16.57,2087.0969184721,False,2461000.5,0.3955390101838875,2.101779600032524,25.06797932925167,0.275858,0,3.533,73.99221234474118,159.0982652502183,13.6702729058
2003551,3551 Verenia (1983 RD),16.72,1947.7921753442001,False,2461000.5,0.4868088692394253,2.092921162403058,9.506683378073387,0.0749198,0,3.579,333.2985424950675,193.3011570284209,8.0029025934
2003691,3691 Bede (1982 FT),14.93,4441.63244495065,False,2461000.5,0.2844501926279857,1.774191770868462,20.34973676927985,0.350296,0,3.983,151.9046240927078,235.0570312450258,0.0
2003752,3752 Camillo (1985 PA),15.14,4032.2051210317504,False,2461000.5,0.3015456530300604,1.413637181352959,55.56224194971773,0.0777814,0,4.243,243.3416367275861,312.2334592121828,29.1012701156
2003908,3908 Nyx (1980 PA),17.45,1391.6903532421,False,2461000.5,0.4590032613687189,1.927892961866512,2.186359090051667,0.056701,0,3.780,312.9714404220139,126.6598342792747,9.7158922895
